Part Number,Short Description,Inventory Type,Inventory UOM,Purchase UOM,Qty On Hand,Unit Cost,List Price,Accounting Cost,User 1 Cost,User 2 Cost,Last Actual Cost,Average Cost
201-0270,NP-1 WHITE CAULKING,FADHES,TUBE,TUBE,0,4.67,8.1725,4.67,4.67,0,0,0
201-0275,40 YR SILICONE ACRYLIC LATEX WHITE CAULK ,FADHES,TUBE,TUBE,36,1.5624,2.7342,1.5624,1.39,0,3.1012,3.3036
201-0280,25 YR WHITE CAULKING,FADHES,TUBE,TUBE,-1,2.2388,9.34,2.2388,2.2388,0,1.2928,1.9191
201-0285,#3 WELD ON PLASTIC CEMENT,FADHES,OZ,GL,512,0.96234,1.6841,0.9623,0.27,0,0.6185,0.9228
201-0290,#16 WELD ON PLASTIC CEMENT ,FADHES,OZ,GL,212,0.70492,1.23361,0.7049,2.5125,0,0.7312,0.7049
201-0292,#16 WELD ON CLEAR PLASTIC CEMENT,FADHES,OZ,GL,0,0.3171,0.52322,0.3171,0.3171,0,0.2564,0.3171
201-0294,#58 WELD ON PLASTIC CEMENT ,FADHES,OZ,OZ,-8,0.70492,1.2336,0.7049,0,0,0,0
201-0300,ROOF CEMENT,FADHES,EA,EA,0,5.23,5.66,5.23,5.23,0,0,0
201-0310,BLACK SILICONE,FADHES,TUBE,TUBE,0,3.29,5.76,3.29,3.29,0,6.943,6.9433
201-0320,DARK BRONZE SILICONE,FADHES,TUBE,TUBE,0,6,10.5,6,6,0,0,0
201-0330,SCS1001 GE CLEAR SILICONE,FADHES,TUBE,TUBE,27,2.9808,8.22,2.9808,2.9808,0,8.6456,18.0389
201-0335,CRL 33S Clear Silicone Sealant ,FADHES,TUBE,TUBE,0,3.4246,5.99305,3.4246,0,0,4.0175,3.9322
201-0340,81911 CLEAR SILICONE,FADHES,TUBE,TUBE,-90,3.7983,8.66,3.7983,3.7983,0,9.6086,9.6083
201-0350,SCS1202 GE WHITE SILICONE,FADHES,TUBE,TUBE,0,3.6154,7.89,3.6154,3.6154,0,0,0
202-0100,"3"" ALUMINUM GUSSETS",FALEXT,EA,EA,12,2.0679,3.61883,2.0679,1.4,0,0.8839,0
202-0110,BOLT TOGETHER ANGLES,FALEXT,EA,EA,0,2,3.5,2,2,0,0,0
202-0120,AWNING TRIM CAP ABC 90'rl,FAWN,FT,RL,0,0.4029,0.72,0.4029,0.4029,0,0,0
202-0130,COLORED AWNING TRIM CAP - 90'/RL,FAWN,FT,RL,0,0.7263,1.27,0.7263,0.7263,0,0,0
202-0140,TYPE II BACK ADAPTER - 26',FALEXT,FT,PC,76,0.69,1.3125,0.69,0.69,0,1.09,0.69
202-0150,BLEED TRIM ABC Extr.- 26',FALEXT,FT,PC,-28,1.04,2.03,1.04,0.65,0,1.9231,1.04
202-0160,ABC CONE CUPS,FALEXT,EA,EA,-6,1.4,2.45,1.4,1.4,0,0,0
202-0170,ZERO CLEARANCE CORNER BRACKETS,FALEXT,EA,EA,0,1.25,2.19,1.25,1.25,0,0,0
202-0180,"1-1/2"" SMALL DIVIDER BAR - 26'",FALEXT,FT,PC,0,1.56,2.73,1.56,1.17,0,0,0
202-0185,"1-1/2"" CONVENTIONAL DIVIDER BAR - 26'",FALEXT,LF,PC,167,2.26,3.955,2.26,0,0,2.09,2.2482
202-0190,"1-3/4"" SMALL DIVIDER BAR - 26'",FALEXT,FT,PC,222,2.81,4.9175,2.81,2.36,0,4.6826,2.6608
202-0200,"2-1/2"" MEDIUM DIVIDER BAR - 26'",FALEXT,FT,PC,0,3.47,6.755,3.47,3.5308,0,3.3,3.47
202-0210,"3""(LARGE) DIVIDER BAR ABC- 26'",FALEXT,FT,PC,0,4.04,7.8575,4.04,2.79,0,3.84,4.04
202-0220,ABC FLEXIBLE FACE TENSIONERS - 500/BOX,FALEXT,EA,BX,3134,0.991,1.925,0.991,0.75,0,0.9117,1.0135
202-0230,WIDE/RETRO BLEED FRAME - 26',FALEXT,FT,PC,0,6.22,12.11,6.22,4.39,0,0,0
202-0240,DOUBLE-HINGE FRAME ABC- 26',FALEXT,FT,PC,0,4.57,8.9075,4.57,4.62,0,0,0
202-0250,TYPE IV END FRAME ABC- 26',FALEXT,FT,PC,116,2.31,4.445,2.31,1.97,0,2.52,2.31
202-0260,E-Z FRAME CORNER KEYS,FALEXT,EA,EA,0,0.25,0.4375,0.25,0.25,0,0,0
202-0270,"LARGE ""A"" BLEEDFRAME ABC- 26'",FALEXT,FT,PC,26,11.7,22.7675,11.7,8.17,0,11.79,11.7
202-0280,RETRO FRAME - 26',FALEXT,FT,PC,0,5.33,10.36,5.33,3.85,0,4.8,5.33
202-0290,RETRO FRAME STRUT BRACKETS,FALEXT,EA,EA,0,1.75,3.0625,1.75,0.9,0,0,0
202-0300,SINGLE-HINGE FRAME ABC- 26',FALEXT,FT,PC,0,3.61,7.035,3.61,2.45,0,3.8462,3.61
202-0310,"SMALL ""A"" BLEEDFACE FRAME ABC- 26'",FALEXT,FT,PC,0,8.75,16.94,8.75,5.76,0,10,5.76
202-0320,SMALL E-Z END FRAME ANODIZED - 26',FALEXT,FT,PC,0,3.52,6.7025,3.52,2.46,0,0,0
202-0330,SMALL E-Z UNIT FRAME ANODIZED - 26',FALEXT,FT,PC,0,5.52,10.535,5.52,3.88,0,0,0
202-0340,THRIF-T FRAME,FALEXT,FT,PC,276,5.15,9.0125,5.15,3.31,0,4.86,4.4247
202-0350,"12"" CONVENTIONAL FRAME - 26'",FALEXT,FT,PC,126,10.71,18.7425,10.71,5.97,0,10.02,9.0232
202-0360,TYPE I FRAME (10)- 26',FALEXT,FT,PC,261,7.15,12.5125,7.15,4.95,0,7.15,6.9672
202-0370,TYPE II FRAME - 26',FALEXT,FT,PC,260,6.54,11.445,6.54,4.17,0,6.54,4.5
202-0380,TYPE I WIDE FAB FRAME (EI) - 26',FALEXT,FT,PC,504,3.21,5.6175,3.21,1.464,0,3,2.689
202-0385,Type III End Frame - 26',FALEXT,FT,PC,114,4.97,8.6975,4.97,2.6,0,4.97,3.41
202-0386,Type III lifts,FALEXT,EA,EA,0,0.47,,0.47,0.47,0,0,0
202-0387,Type III Unit Frame - 26',FALEXT,FT,PC,104,6.38,11.165,6.38,3.35,0,6.38,4.4
202-0390,TYPE IV UNIT FRAME - 26',FALEXT,FT,PC,137,4.54,7.945,4.54,2.66,0,6.6292,4.198
202-0400,WIDE FAB FRAME - ABC 0550-W/F - 26',FALEXT,FT,PC,0,4.96,9.66,4.96,1.46,0,6.34,4.96
202-0410,ZERO-CLEARANCE CARRIER FRAME - 26',FALEXT,FT,PC,0,2.3,4.025,2.3,1.69,0,2.3,2.15
202-0420,"1/8"" X 1/2"" X 50' GASKET TAPE ",FALEXT,FT,FT,2324,0.1,1.6275,0.1,0.12,0,0.1264,0.1014
202-0425,"1/8"" X 1 1/2""  GASKET TAPE ",FALEXT,FT,RL,2250,0.26,0.455,0.26,0,0,0.4407,0.3864
202-0430,GOODYEAR Z-BRACKETS,FALEXT,EA,EA,0,3.95,6.9125,3.95,3.83,0,3.95,3.95
202-0431,"LARGE ""A"" Z-BRACKET",FALEXT,EA,EA,69,3.95,6.9125,3.95,3.95,0,5.39,3.95
202-0435,Z Bracket Gusset,FALEXT,EA,,0,0.5057,0.88501,0.5057,0,0,0.3562,0
202-0440,HANGER BAR ABC- 16',FALEXT,FT,PC,0,1.7,2.975,1.7,1.3,0,1.8875,1.7
202-0450,F-HINGE ABC- 26',FALEXT,FT,PC,0,2.35,4.585,2.35,1.58,0,2.4304,2.35
202-0460,PNEUMATIC HINGE PROP CYL,FALEXT,EA,EA,0,15,26.25,15,15,0,23,15
202-0470,INSIDE HINGE - 26',FALEXT,FT,PC,0,1.82,3.19,1.82,1.82,0,0,0
202-0480,R-HINGE ABC 26',FALEXT,FT,PC,0,2.54,4.9525,2.54,1.75,0,2.6923,2.54
202-0490,KEYED BARREL CAM LOCKS/ABC,FALEXT,EA,EA,4,9.25,16.1875,9.25,8.5,0,11,9.242
202-0500,"8"" ANGLE IRON BRACKETS - LAF IRONS",FALEXT,EA,EA,13,5.5371,9.68991,5.5371,2.04,0,4.515,0
202-0510,"LARGE ""A"" FLEXFRAME - 26'",FALEXT,FT,PC,1464,11.72,21.35,11.72,8.29,0,11.72,11.7234
202-0520,"8"" RADIUS CORNER KIT LARGE ""A""",FALEXT,EA,EA,0,32.84,57.47,32.84,28,0,32.8375,28
202-0530,"LARGE ""A"" BACK ADAPTER - 26'",FALEXT,FT,PC,119,1.4,2.7125,1.4,1.33,0,0,0
202-0540,C-COVER CORNER FLASHING - L/A SCABS,FALEXT,EA,EA,-10,1.17,2.05,1.17,1.17,0,1.1371,0
202-0550,"LARGE ""A"" HANGER BAR - 16'",FALEXT,FT,PC,0,1.48,2.59,1.48,1.48,0,0,0
202-0560,"LARGE ""A"" SPREADER BARS (Frame Support)",FALEXT,EA,EA,49,1.5872,2.77751,1.5872,0.58,0,1.3775,0
202-0570,"LG ""A"" BLEEDFRAME COVER ABC 26'",FALEXT,FT,PC,26,5.01,9.7475,5.01,3.49,0,5.05,5.01
202-0580,"LARGE ""A"" C-COVER ABC- 26'",FALEXT,FT,PC,2096,4.99,9.52,4.99,3.53,0,4.99,5.0074
202-0590,"12"" CONVENTIONAL - RADIUS CORNER",FALEXT,EA,EA,0,35,61.25,35,35,0,0,0
202-0600,"8"" RADIUS CORNER KIT - RIGID ACCESS",FALEXT,EA,EA,0,30,52.5,30,30,0,50,30
202-0610,"2-1/2"" FLAT RETAINER ABC- 26'",FALEXT,FT,PC,2913,2.15,3.7625,2.15,1.46,0,2.07,2.15
202-0620,TYPE III FLAT RETAINER ABC,FALEXT,FT,FT,588,1,1.855,1,0.68,0,1,1.0376
202-0630,F-MOLDING RETAINER - 26',FALEXT,FT,PC,0,1.68,2.94,1.68,1.24,0,0,0
202-0640,RADIUS RETAINER ABC- 26',FALEXT,FT,PC,0,1.06,2.0475,1.06,0.57,0,0,0
202-0650,SMALL E-Z RETAINER ANODIZED - 26',FALEXT,FT,PC,0,1.11,2.1,1.11,0.78,0,0,0
202-0660,"2-1/2"" BEVELED RETAINER - 26'",FALEXT,FT,PC,0,1.8,3.4825,1.8,1.26,0,0,0
202-0670,"3"" BEVELED RETAINER - 26'",FALEXT,FT,PC,0,2.27,4.3575,2.27,1.53,0,0,0
202-0680,2 TYPE I FLAT RETAINER - 26',FALEXT,LF,PC,639,1.58,2.765,1.58,1.02,0,1.47,1.5799
202-0690,2 LG E-Z RETAINER - 26',FALEXT,LF,PC,84,2.01,3.5175,2.01,1.3,0,1.88,1.8684
202-0700,TYPE II BEVELED RETAINER ABC- 26',FALEXT,LF,PC,0,0.88,1.6975,0.88,0.68,0,0,0
202-0710,TYPE IV RETAINER - 26',FALEXT,LF,PC,239,0.71,1.2425,0.71,0.43,0,0.71,0.5
202-0720,.063 CORNER CAPS FOR SIGNS,FALEXT,EA,EA,0,3.29,5.7575,3.29,0,0,0,0
202-0730,REVEAL TRIM ABC- 26',FALEXT,FT,PC,0,1.21,2.345,1.21,1.13,0,1.2981,1.21
202-0740,BLEEDFACE SADDLE ABC- 26',FALEXT,FT,PC,0,2.67,5.18,2.67,1.68,0,0,0
202-0750,F-SADDLE ABC- 26',FALEXT,FT,PC,0,2.32,4.515,2.32,1.82,0,0,0
202-0760,"3-1/2"" ANGLE IRON BRACKETS - SAF IRONS",FSTANG,EA,EA,0,0.27,0.54,0.27,0.27,0,0.675,0
202-0780,R-SADDLE ABC- 26',FALEXT,FT,PC,0,2.52,4.9,2.52,2.37,0,2.6923,2.52
202-0790,RETRO SADDLE - 26',FALEXT,SF,PC,0,2.88,5.075,2.88,2.03,0,2.88,2.61
202-0800,OUTSIDE R-SADDLE - 26',FALEXT,FT,PC,0,2.87,5.6,2.87,2,0,0,0
202-0810,ZERO-CLEARANCE SADDLE - 26',FALEXT,FT,PC,0,3.29,5.7575,3.29,2.11,0,3.29,2.71
202-0820,"SMALL ""A"" FLEX COVER ABC- 26'",FALEXT,FT,PC,40,1.72,3.01,1.72,1.63,0,4.2792,1.6894
202-0830,"SMALL ""A"" FLEX FRAME ABC- 26'",FALEXT,FT,PC,26,7.06,12.355,7.06,6.7,0,12.0492,6.974
202-0840,"SMALL ""A"" HAND HOLE COVERS",FALEXT,EA,EA,0,0.35,0.62,0.35,0.35,0,0,0
202-0850,"SMALL ""A"" SCABS",FALEXT,EA,EA,0,0.44,0.77,0.44,0.44,0,0,0
202-0860,"SMALL ""A"" SPREADER BARS",FALEXT,EA,EA,-40,0.22,0.39,0.22,0.22,0,0,0
202-0861,Post & Panel Retainer,FALEXT,EA,PC,11,0.48,0.84,0.48,0,0,0.53,0.48
202-0862,Post & Panel closure - 25' pieces,FALEXT,LF,PC,0,0.81,1.4175,0.81,0,0,2,2.25
202-0863,Corner keys post & panel,FALEXT,EA,EA,0,0.24,0.42,0.24,0,0,0.35,0.24
202-0864,"3 1/4"" half round post - 25' pieces",FALEXT,LF,PC,52,4.49,7.8575,4.49,0,0,4.84,3.37
202-0865,"5"" Half Round Post ABC part #1004-RDP",FALEXT,LF,LF,6,6.47,11.3225,6.47,0,0,6.7308,5.83
202-0866,"1"" Reveal - Post & Panel ABC part #1040-R1",FALEXT,LF,LF,42,2.25,3.9375,2.25,0,0,2.4039,1.7741
202-0867,Post & Panel Mono Frame - 25' pieces,FALEXT,LF,PC,67,3.61,6.3175,3.61,0,0,3.9,3.61
202-0868,Post & Panel end frame - 25' pieces,FALEXT,LF,PC,20,2.61,4.5675,2.61,0,0,2.82,2.61
202-0869,"3 1/4"" Post Caps",FALEXT,EA,EA,0,2.25,3.9375,2.25,0,0,2.25,2.25
202-0870,SMALL BALLAST WIREWAY BASE ABC- 26',FALEXT,FT,PC,0,2.09,3.6575,2.09,1.63,0,2.76,1.0814
202-0871,"3 1/4"" Rectangle Post",FALEXT,FT,PC,0,8.01,14.0175,8.01,0,0,8.01,5.42
202-0872,"1/2"" post & panel reveal",FALEXT,FT,PC,0,1.83,3.2025,1.83,0,0,1.8,1.83
202-0875,Intermediate Wireway Extrusion,FALEXT,LF,LF,0,0.87,4.3225,0.87,0,0,0.87,0.87
202-0880,SMALL BALLAST WIREWAY COVER - 26',FALEXT,FT,PC,0,1.55,2.7125,1.55,1.21,0,1.37,0.989
202-0885,Intermediate Wireway Extrusion Cover,FALEXT,LF,LF,0,0.6,2.03,0.6,0,0,0.57,0.6001
202-0890,SMALL BLEEDCOVER ABC- 26',FALEXT,FT,PC,0,3.11,6.055,3.11,2.06,0,0,0
202-0900,SMALL FLEX JOINT II - 26',FALEXT,FT,PC,0,6.1,10.675,6.1,4.17,0,0,0
202-0910,SMALL SQUARE EDGE FRAME - 26',FALEXT,FT,PC,0,2.1,4.0075,2.1,1.38,0,0,0
202-0920,LARGE BLEED TRIM ABC- 26',FALEXT,FT,PC,26,0.98,1.89,0.98,0.68,0,0.98,0.98
202-0930,SMALL BLEED FACE TRIM ABC- 26',FALEXT,FT,PC,0,0.76,1.47,0.76,0.75,0,0,0
202-0940,"1-1/2"" H Bar-13'",FALEXT,FT,PC,0,1.44,3.395,1.44,1.48,0,2.54,1.94
202-0941,"1 3/8"" H-style Divider Bar",FALEXT,FT,PC,206,3.01,5.2675,3.01,0,0,2.5151,2.901
202-0945,H-MOLDING ,FALEXT,FT,PC,0,1.44,2.52,1.44,0,0,1.6023,1.44
202-0950,"3"" CORNER BRACE",FALEXT,EA,EA,0,1.15,2.02,1.15,1.15,0,0,0
202-0960,"3/8"" SOFT ALUMINUM SMALL F-CLIP - 12'",FALEXT,FT,PC,0,0.7803,1.37,0.7803,0.7803,0,0,0
202-0970,"1-1/2"" F-MOLDING ABC- 26'",FALEXT,FT,PC,0,1.24,2.17,1.24,1.24,0,2.5641,1.24
202-0980,"3/4"" F-MOLDING - 12'",FALEXT,FT,PC,0,1.02,1.79,1.02,1.02,0,0,0
202-0990,"1"" SOFT ALUMINUM F-CLIP - 12'",FALEXT,FT,PC,0,1.2986,2.42,1.2986,1.2986,0,0,0
202-0995,MMG Soft Aluminum L-Retainers,FALEXT,FT,PC,0,1.92,3.36,1.92,1.92,0,1.5269,1.92
202-1000,"#3011 F-MOLDING EXTRUSION - 21'-6""",FALEXT,FT,PC,0,1.4967,2.6,1.4967,1.4967,0,0,0
202-1010,"#3012 F-MOLDING EXTRUSION - 21'-6""",FALEXT,FT,PC,0,1.8493,3.24,1.8493,1.8493,0,0,0
202-1020,"#3634 F-MOLDING EXTRUSION - 21'-6""",FALEXT,FT,PC,0,2.6874,4.7,2.6874,2.6874,0,0,0
202-1030,"3/8"" FOAM ROPE",FALEXT,FT,FT,0,0.05,0.0875,0.05,0,0,0,0
202-1040,"1/2"" FOAM ROPE",FALEXT,FT,FT,0,0.05,0.0875,0.05,0,0,0,0
202-1050,"3/4"" FOAM ROPE",FALEXT,FT,FT,0,0.0717,0.13,0.0717,0.0717,0,0,0
202-1060,"1-1/2"" FOAM ROPE",FALEXT,FT,FT,0,0.1681,0.29,0.1681,0.1681,0,0,0
202-1070,EXPANDABLE FOAM SPRAY,FALEXT,CAN,CAN,0,3.99,6.9825,3.99,0,0,0,0
202-1080,"1/2"" NEOPRENE GASKET TAPE - 108'/RL",FALEXT,FT,RL,0,0.12,0.24,0.12,0.12,0,0,0
202-1090,"3/4"" NEOPRENE GASKET TAPE - 108'/RL",FALEXT,FT,RL,0,0.26,0.46,0.26,0.26,0,0,0
202-1100,"1"" GASKET TAPE #4508 - 108'/RL",FALEXT,FT,RL,0,0.4158,0.73,0.4158,0.4158,0,0,0
202-1110,AWNING TRIM CAP - MILLIKEN 350' per box,FAWN,FT,FT,1914,0.6772,1.421,0.6772,0.2011,0,0.7789,0.449
202-1120,"1"" X 1"" STANDARD WALL W/DBL 1"" FLANGES - 24'",FAWN,FT,PC,58,1.0498,1.3,1.0498,1.0498,0,1.546,1.0498
202-1130,MI-6 AWNING Z CLIPS,FAWN,EA,EA,200,0.95,1.6625,0.95,0.8693,0,0.8927,0.9489
202-1131,Awning Bracket,FAWN,EA,EA,0,0.95,1.6625,0.95,0,0,0.7648,0.95
202-1140,"MP1A 1"" X 1"" STD WALL STAPLE-IN - 24'",FAWN,FT,PC,220,1.1586,2.02755,1.1586,1.1679,0,1.1604,1.1586
202-1150,MP1A BENT BOWS 1/4 CIRCLE,FAWN,EA,EA,0,10.5537,16.53,10.5537,10.5537,0,21.065,10.5525
202-1155,"MP2 1"" X 1"" X 1-1/2"" STD WALL",FAWN,FT,PC,0,1.45,2.5375,1.45,0,0,1.6667,1.45
202-1160,"MP2B 1"" X 1"" STD. WALL/1FLNG STPLN",FAWN,FT,PC,283,1.236,1.51,1.236,1.236,0,1.4583,1.236
202-1165,"MP2A 1"" X 1"" X 1"" STD WALL",FAWN,FT,PC,0,1.45,2.5375,1.45,0,0,1.4378,1.45
202-1170,GALVANIZED STAPLES,FAWN,EA,BX,8300,0.00451,0.02,0.0045,0.003,0,0.0025,0.0045
202-1181,"8"" Pole Collar",FMISC,EA,,0,2.0243,3.54253,2.0243,2.73,0,2.084,0
202-1190,"#3087 FRAME - 21'-6""",FALEXT,FT,PC,0,5.6642,9.91,5.6642,5.6642,0,0,0
202-1200,"#3088 FRAME - 21'-6""",FALEXT,FT,PC,0,7.5186,12.85,7.5186,7.5186,0,0,0
202-1210,"#2859 RETAINER - 21'-6""",FALEXT,FT,PC,0,1.1047,1.93,1.1047,1.1047,0,0,0
202-1220,"#2860 F-STYLE RETAINER - 21'-6""",FALEXT,FT,PC,0,0.96,1.68,0.96,0,0,0,0
202-1230,"#2861 H-STYLE RETAINER - 21'-6""",FALEXT,FT,PC,0,2.4966,4.37,2.4966,2.4966,0,0,0
202-1235,EXCELLART MC RETAINER - H STYLE,FALEXT,FT,PC,82,2.49838,4.37217,2.4984,0,0,1.3698,2.2392
202-1240,".188"" ZF RETAINER - 26'",FALEXT,FT,PC,0,1.19,2.08,1.19,1.19,0,2.2115,1.19
202-1245,".250"" ZF RETAINER - 26'",FALEXT,LF,PC,0,3,5.25,3,3,0,1.7123,0
202-1247,"1-1/2"" ZF Retainer - 26'",FALEXT,LF,PC,0,1.6,2.8,1.6,0,0,4.0131,0
202-1250,L-1982N  2-PC RACEWAY ,FALEXT,FT,PC,0,5.78742,10.12799,5.7874,4.8,0,5.7389,5.4784
202-1260,R-1981 2-PC RACEWAY ,FALEXT,FT,PC,0,5.29311,9.26294,5.2931,4.39,0,5.2487,5.0104
202-1261,Raceway Spreader LC5972N-8,FALEXT,EA,EA,602,1.77,3.0975,1.77,0,0,1.73,1.77
202-1262,"LC5972N5 5"" narrow channel letter raceway brace/bracket mill finish",FALEXT,EA,EA,0,1.33,2.3275,1.33,0,0,1.33,1.33
202-1263,"LCB1970N narrow 5"" channel letter raceway and cover",FALEXT,FT,EA,312,11.5225,20.1644,11.5225,0,0,12.6217,12.937
202-1264,"LC5987N5 5"" narrow channel letter raceway end cap mill finish",FALEXT,EA,EA,0,8.14,14.245,8.14,0,0,8.14,8.14
202-1265,"7"" EXCELLART CHANNEL LETTER RACEWAY - 13' ",FALEXT,FT,PC,109,9.21,17.4475,9.21,9.56,0,19.2308,19.2308
202-1266,"Excellart 7"" RACEWAY ENDCAP ",FALEXT,EA,EA,53,10.97,19.1975,10.97,0,0,10.97,10.97
202-1267,"Excellart 2"" mounting bracket",FALEXT,EA,EA,106,1.98,3.465,1.98,0,0,1.98,1.98
202-1270,RACEWAY SPREADER BARS,FALEXT,EA,EA,-16,2.69,4.71,2.69,2.69,0,0,0
202-1280,"5/8"" SONOFOAM BACKER ROD",FALEXT,FT,FT,0,0.0572,0.1,0.0572,0.0572,0,0,0
202-1290,1986N RACEWAY COVER ,FALEXT,FT,PC,0,2.54405,4.45209,2.5441,2.11,0,2.5227,2.4391
202-1295,"7"" EXCELLART CHANNEL LETTER RACEWAY COVER 13'",FALEXT,FT,PC,109,2.26,4.2875,2.26,2.35,0,11.4815,11.4815
202-1300,RACEWAY END CAPS,FALEXT,EA,EA,0,4.5581,7.97668,4.5581,0.8,0,4.5581,2.0408
202-1305,BALLAST RACEWAY ENDCAP - PC-857-1,FALEXT,EA,EA,0,3.24,6.6325,3.24,0,0,3.24,3.79
202-1306,HIGH VOLTAGE JUNCTION BOX,FALEXT,EA,EA,0,4.26,7.455,4.26,0,0,4.26,2.13
202-1310,MOUNTING CLIPS,FALEXT,EA,EA,-1,1.71,2.9925,1.71,0.37,0,1.71,1.53
202-1320,"5"" X 7"" HAND HOLE COVER",FALEXT,EA,EA,-25,1.8713,3.27469,1.8713,0.58,0,0.9794,0
202-1330,"6"" X 7"" X .032"" HAND HOLE COVER",FALEXT,EA,EA,-78,1.5653,2.73919,1.5653,0.43,0,1.6974,0
202-1340,STRUT BRACKETS/NAGLE,FALEXT,FT,EA,0,1.0904,1.88,1.0904,1.0904,0,0,0
202-1350,SFCMB - Single Face Corner Mou,FALEXT,EA,EA,0,1.26,2.205,1.26,1.26,0,0.9158,0
202-1400,Large Channel Extrusion 10',FALEXT,FT,PC,5,17.6745,30.93038,17.6745,0,0,17.6745,17.6745
202-1400-BNW,Bolt/Nut/Washer assembly for,FALEXT,EA,EA,0,1.54,2.695,1.54,0,0,1.54,1.54
202-1400-CLMP,"RSJ Clamp, Lip-Lok Bolt for",FALEXT,EA,EA,0,4.56,7.98,4.56,0,0,4.56,4.56
203-0100,"1"" X 1"" X 1/8"" ALUM ANGLE - 25'",FALUM,FT,PC,0,0.6655,1.16463,0.6655,0.4922,0,0.6655,0.4922
203-0110,"1"" X 1"" X 3/16"" ALUM ANGLE - 25'",FALUM,FT,PC,168,1.38,2.415,1.38,0.8308,0,1.38,0.8308
203-0120,"1-1/2"" X 1-1/2"" X 1/8"" ALUM ANGLE",FALUM,LF,LF,0,0.9583,1.68,0.9583,0.9583,0,0.946,0.9583
203-0130,"1-1/2"" X 1-1/2"" X 3/16"" ALUM ANGLE ",FALUM,LF,LF,45,2.21,3.8675,2.21,1.3896,0,2.21,1.3896
203-0140,"2"" X 2"" X 1/8"" ALUM ANGLE - 25'",FALUM,FT,PC,2,1.7568,3.0744,1.7568,1.2938,0,1.7568,1.2938
203-0150,"2"" X 2"" X 3/16"" ALUM ANGLE - 25'",FALUM,FT,PC,750,2.8476,6.5744,2.8476,1.9596,0,2.8476,2.8874
203-0160,"2"" X 2"" X 1/4"" ALUM ANGLE - 25'",FALUM,FT,PC,163,3.7188,6.5079,3.7188,1.4763,0,3.7188,2.28
203-0170,"3"" X 1-3/4"" X 1/8"" ALUM ANGLE - 25'",FALUM,FT,PC,0,1.7361,5.25,1.7361,1.7361,0,0,0
203-0180,"3"" X 2"" X 3/16"" ALUM ANGLE - 25'",FALUM,FT,PC,0,1.5253,2.66,1.5253,1.5253,0,0,0
203-0190,"3"" X 2"" X 1/4"" ALUM ANGLE - 25'",FALUM,FT,PC,0,1.96,3.43,1.96,1.96,0,0,0
203-0200,"3-1/2"" X 2-1/2"" X 1/4"" ALUM ANGLE - 25'",FALUM,FT,PC,0,3.864,6.76,3.864,3.864,0,0,0
203-0210,"3"" X 3"" X 1/4"" ALUM ANGLE - 25'",FALUM,FT,PC,0,3.108,5.439,3.108,2.11,0,3.108,2.11
203-0215,"3"" X 4"" X 1/4"" ALUM ANGLE - 25'",FALUM,FT,PC,25,7.3,12.775,7.3,0,0,7.3,3.8612
203-0220,"1-3/4"" X 4"" ALUM CHANNEL - 25'",FALUM,FT,PC,0,3.44,6.02,3.44,3.44,0,0,0
203-0230,"2"" X 1-1/2"" X 1/8"" ALUM CHANNEL - 25'",FALUM,FT,PC,0,1.1939,2.09,1.1939,1.1939,0,0,0
203-0240,"6"" X 1.945"" X .225"" ALUM CHANNEL - 25'",FALUM,FT,PC,0,5.4177,9.48,5.4177,5.4177,0,0,0
203-0250,2' ALUMINUM CROSS TEES,FALUM,EA,EA,0,1.537,2.7,1.537,1.537,0,0,0
203-0255,"1/4"" SQUARE ALUMINUM ROD",FALUM,EA,PC,0,0.0875,0.15313,0.0875,0,0,0,0
203-0260,"3/8"" ROUND ALUM ROD - 12'",FALUM,FT,PC,-6,0.4667,0.82,0.4667,0.4667,0,0.3142,0.4667
203-0270,"1/4"" SQUARE ALUM BAR - 12'",FALUM,FT,PC,0,0.3325,3.745,0.3325,2.14,0,0.3325,0.3325
203-0280,"1"" SQUARE ALUM BAR - 12'",FALUM,FT,PC,0,2.66,4.66,2.66,2.66,0,0,0
203-0290,"3/4"" X 3/4"" X 1/16"" ALUM TUBE - 21'-1""",FALUM,FT,PC,0,0.43,0.76,0.43,0.43,0,0,4.7176
203-0291,"3/4"" X 3/4"" X 1/16"" ALUM TUBE - 24'",FALUM,FT,PC,0,0.43,0.7525,0.43,0,0,0,0
203-0295,"3/4"" X 3/4"" X .062"" ALUMINUM TUBE - 15'-1""",FALUM,FT,PC,0,0.47,0.8225,0.47,0.47,0,0.47,0
203-0297,"3/4"" X 3/4"" X .125"" ALUMINUM TUBE ",FALUM,LF,LF,0,1.23476,2.16083,1.2348,0,0,1.2348,0.85
203-0298,"3/4"" X 1.5"" x .125"" rectangle ALUM TUBE - 21'-1""",FALUM,FT,PC,44,4.7154,8.25195,4.7154,0,0,4.6804,4.2831
203-0300,"1"" X 1"" X .062"" ALUM TUBE - 21'-1""",FALUM,FT,PC,0,0.6914,1.12,0.6914,0.6914,0,0,0
203-0301,"1"" X 1"" X .062"" ALUM TUBE",FALUM,LF,LF,0,0.66583,1.1652,0.6658,0.6638,0,0.625,0.6658
203-0310,"1"" X 1"" X 1/8"" ALUM TUBE ",FALUM,LF,LF,591,1.86295,4.17162,1.863,0.85,0,1.863,1.8667
